Date,Open,High,Low,Close,Adj Close,Volume
2018-05-04,6.630000114440918,6.820000171661377,6.565000057220459,6.670000076293945,5.729717254638672,3607630
2018-05-07,6.710000038146973,6.889999866485596,6.710000038146973,6.849999904632568,5.884342193603516,3918040
2018-05-08,6.599999904632568,6.599999904632568,6.340000152587891,6.389999866485596,5.4891886711120605,10376290
2018-05-09,6.324999809265137,6.425000190734863,6.255000114440918,6.295000076293945,5.407581806182861,3904310
2018-05-10,6.329999923706055,6.409999847412109,6.309999942779541,6.340000152587891,5.446238040924072,2875370
2018-05-11,6.485000133514404,6.485000133514404,6.25,6.275000095367432,5.3904008865356445,3019980
2018-05-14,6.260000228881836,6.275000095367432,6.054999828338623,6.099999904632568,5.2400712966918945,3063400
2018-05-15,6.090000152587891,6.275000095367432,6.014999866485596,6.045000076293945,5.192824840545654,3882290
2018-05-16,6.045000076293945,6.070000171661377,5.914999961853027,5.974999904632568,5.132692813873291,3254980
2018-05-17,6.074999809265137,6.139999866485596,5.840000152587891,5.900000095367432,5.068264961242676,4595460
2018-05-18,5.889999866485596,5.954999923706055,5.78000020980835,5.809999942779541,4.99095344543457,3919490
2018-05-21,5.809999942779541,5.829999923706055,5.289999961853027,5.414999961853027,4.651637077331543,6462810
2018-05-22,5.375,5.420000076293945,5.114999771118164,5.295000076293945,4.548554420471191,7966890
2018-05-23,5.295000076293945,5.929999828338623,5.295000076293945,5.434999942779541,4.668817043304443,22937280
2018-05-24,5.460000038146973,5.590000152587891,5.460000038146973,5.510000228881836,4.75951623916626,5017520
2018-05-25,5.510000228881836,5.820000171661377,5.489999771118164,5.775000095367432,4.988422393798828,5788790
2018-05-28,5.835000038146973,6.150000095367432,5.78000020980835,6.110000133514404,5.277794361114502,10679540
2018-05-29,6.125,6.244999885559082,6.074999809265137,6.110000133514404,5.277794361114502,5045050
2018-05-30,6.019999980926514,6.119999885559082,6.0,6.039999961853027,5.21732759475708,2623580
2018-05-31,6.065000057220459,6.085000038146973,5.775000095367432,5.835000038146973,5.040250301361084,3746870
2018-06-01,5.849999904632568,5.96999979019165,5.71999979019165,5.789999961853027,5.001379013061523,3085410
2018-06-04,5.800000190734863,5.949999809265137,5.619999885559082,5.659999847412109,4.88908576965332,2557510
2018-06-05,5.630000114440918,5.630000114440918,5.309999942779541,5.429999828338623,4.6904120445251465,4841380
2018-06-06,5.425000190734863,5.699999809265137,5.40500020980835,5.65500020980835,4.884766578674316,3474370
2018-06-07,5.679999828338623,5.835000038146973,5.675000190734863,5.744999885559082,4.962507724761963,2850850
2018-06-08,5.795000076293945,5.875,5.684999942779541,5.820000171661377,5.027292251586914,2685590
2018-06-11,5.815000057220459,6.039999961853027,5.815000057220459,5.945000171661377,5.135267734527588,4820490
2018-06-12,5.945000171661377,6.139999866485596,5.940000057220459,6.010000228881836,5.191414833068848,4239870
2018-06-13,5.994999885559082,6.199999809265137,5.994999885559082,6.059999942779541,5.234604358673096,3223140
2018-06-14,6.050000190734863,6.150000095367432,5.940000057220459,6.0,5.18277645111084,2648960
2018-06-15,6.0,6.389999866485596,6.0,6.230000019073486,5.3814496994018555,12594080
2018-06-18,6.269999980926514,6.300000190734863,6.099999904632568,6.119999885559082,5.286431312561035,2850150
2018-06-19,6.054999828338623,6.090000152587891,5.909999847412109,5.965000152587891,5.152543067932129,2563010
2018-06-20,5.920000076293945,5.980000019073486,5.860000133514404,5.90500020980835,5.1007161140441895,2615740
2018-06-21,5.909999847412109,5.960000038146973,5.800000190734863,5.835000038146973,5.040250301361084,2008960
2018-06-22,5.824999809265137,5.824999809265137,5.724999904632568,5.764999866485596,4.9797844886779785,1899800
2018-06-25,5.784999847412109,5.894999980926514,5.650000095367432,5.684999942779541,4.910680294036865,2309910
2018-06-26,5.630000114440918,5.699999809265137,5.605000019073486,5.619999885559082,4.8545331954956055,1988150
2018-06-27,5.605000019073486,5.650000095367432,5.400000095367432,5.514999866485596,4.763833999633789,2778730
2018-06-28,5.53000020980835,5.675000190734863,5.324999809265137,5.505000114440918,4.755198001861572,5303970
2018-06-29,5.53000020980835,5.675000190734863,5.53000020980835,5.635000228881836,4.867491245269775,2821570
2018-07-02,5.650000095367432,5.699999809265137,5.559999942779541,5.65500020980835,4.884766578674316,1791160
2018-07-03,5.65500020980835,5.659999847412109,5.554999828338623,5.59499979019165,4.832938194274902,1610430
2018-07-04,5.585000038146973,5.625,5.519999980926514,5.554999828338623,4.79838752746582,1256690
2018-07-05,5.545000076293945,5.590000152587891,5.510000228881836,5.525000095367432,4.772473335266113,1365610
2018-07-06,5.525000095367432,5.639999866485596,5.489999771118164,5.514999866485596,4.763833999633789,2272470
2018-07-09,5.565000057220459,5.625,5.449999809265137,5.474999904632568,4.729283809661865,3862500
2018-07-10,5.5,6.179999828338623,5.494999885559082,6.119999885559082,5.286431312561035,42040360
2018-07-11,6.0,6.190000057220459,5.920000076293945,5.994999885559082,5.178457260131836,12570110
2018-07-12,6.010000228881836,6.085000038146973,5.840000152587891,5.875,5.074800968170166,3283130
2018-07-13,5.860000133514404,5.880000114440918,5.684999942779541,5.715000152587891,4.9365949630737305,2472970
2018-07-16,5.690000057220459,5.690000057220459,5.28000020980835,5.320000171661377,4.595396041870117,6474490
2018-07-17,5.340000152587891,5.534999847412109,5.340000152587891,5.445000171661377,4.703369617462158,4937220
2018-07-18,5.46999979019165,5.550000190734863,5.34499979019165,5.385000228881836,4.6515421867370605,2316100
2018-07-19,5.409999847412109,5.440000057220459,5.309999942779541,5.349999904632568,4.621307849884033,2144620
2018-07-20,5.304999828338623,5.389999866485596,5.215000152587891,5.34499979019165,4.616989612579346,2286060
2018-07-23,5.34499979019165,5.445000171661377,5.309999942779541,5.375,4.6429033279418945,2127020
2018-07-24,5.380000114440918,5.630000114440918,5.375,5.585000038146973,4.824300289154053,4471420
2018-07-25,5.590000152587891,5.684999942779541,5.550000190734863,5.579999923706055,4.819981575012207,1533200
2018-07-26,5.614999771118164,5.730000019073486,5.565000057220459,5.614999771118164,4.85021448135376,2239940
2018-07-27,5.644999980926514,5.679999828338623,5.489999771118164,5.519999980926514,4.768154144287109,3624700
2018-07-30,5.485000133514404,5.635000228881836,5.485000133514404,5.599999904632568,4.837258338928223,3402840
2018-07-31,5.570000171661377,5.739999771118164,5.570000171661377,5.59499979019165,4.832938194274902,3607330
2018-08-01,5.730000019073486,5.96999979019165,5.650000095367432,5.929999828338623,5.122311115264893,15813360
2018-08-02,5.900000095367432,6.050000190734863,5.809999942779541,5.989999771118164,5.174138069152832,6651990
2018-08-03,6.090000152587891,6.449999809265137,6.034999847412109,6.420000076293945,5.545571327209473,23411760
2018-08-06,6.639999866485596,7.28000020980835,6.534999847412109,7.079999923706055,6.115676403045654,82101930
2018-08-07,7.144999980926514,7.239999771118164,6.574999809265137,6.699999809265137,5.78743314743042,50921150
2018-08-08,6.539999961853027,6.539999961853027,6.275000095367432,6.364999771118164,5.4980621337890625,20039180
2018-08-09,6.369999885559082,6.480000019073486,6.284999847412109,6.315000057220459,5.4548726081848145,7634290
2018-08-10,6.28000020980835,6.34499979019165,6.099999904632568,6.130000114440918,5.295069694519043,10783090
2018-08-13,6.09499979019165,6.215000152587891,5.960000038146973,6.135000228881836,5.299388408660889,6477570
2018-08-14,6.079999923706055,6.15500020980835,5.849999904632568,5.909999847412109,5.155455112457275,7776500
2018-08-16,5.900000095367432,6.039999961853027,5.855000019073486,5.934999942779541,5.177263259887695,4907930
2018-08-17,5.980000019073486,6.239999771118164,5.949999809265137,6.125,5.343005180358887,10320360
2018-08-20,6.184999942779541,6.275000095367432,6.059999942779541,6.224999904632568,5.430237770080566,6465830
2018-08-21,6.255000114440918,6.320000171661377,6.15500020980835,6.255000114440918,5.4564080238342285,4943650
2018-08-23,6.260000228881836,6.53000020980835,6.25,6.434999942779541,5.613426685333252,15441810
2018-08-24,6.425000190734863,6.489999771118164,6.324999809265137,6.355000019073486,5.543640613555908,5150800
2018-08-27,6.400000095367432,6.440000057220459,6.304999828338623,6.324999809265137,5.517469882965088,3841740
2018-08-28,6.340000152587891,6.369999885559082,6.179999828338623,6.244999885559082,5.447684288024902,4602160
2018-08-29,6.53000020980835,6.699999809265137,6.349999904632568,6.414999961853027,5.595980644226074,27394600
2018-08-30,6.46999979019165,6.619999885559082,6.454999923706055,6.539999961853027,5.705021381378174,12048620
2018-08-31,6.5,6.644999980926514,6.409999847412109,6.565000057220459,5.7268290519714355,9974880
2018-09-03,6.550000190734863,7.079999923706055,6.465000152587891,6.764999866485596,5.901294231414795,36444710
2018-09-04,6.800000190734863,6.980000019073486,6.619999885559082,6.730000019073486,5.870763301849365,13857270
2018-09-05,6.635000228881836,6.699999809265137,6.449999809265137,6.574999809265137,5.735552787780762,6826420
2018-09-06,6.585000038146973,6.820000171661377,6.559999942779541,6.755000114440918,5.892571926116943,13827470
2018-09-07,6.775000095367432,6.84499979019165,6.659999847412109,6.724999904632568,5.866401195526123,8749100
2018-09-10,6.710000038146973,6.724999904632568,6.565000057220459,6.585000038146973,5.7442755699157715,5390800
2018-09-11,6.565000057220459,6.730000019073486,6.449999809265137,6.480000019073486,5.652681350708008,6007630
2018-09-12,6.5,6.5,6.269999980926514,6.349999904632568,5.539278984069824,5713090
2018-09-14,6.394999980926514,6.599999904632568,6.380000114440918,6.480000019073486,5.652681350708008,5726190
2018-09-17,6.440000057220459,6.559999942779541,6.309999942779541,6.474999904632568,5.648319244384766,5384700
2018-09-18,6.420000076293945,6.71999979019165,6.355000019073486,6.425000190734863,5.604703426361084,7628440
2018-09-19,6.449999809265137,6.485000133514404,6.315000057220459,6.434999942779541,5.613426685333252,5818310
2018-09-21,6.434999942779541,6.514999866485596,5.625,6.400000095367432,5.582895278930664,10089230
2018-09-24,6.349999904632568,6.360000133514404,6.065000057220459,6.130000114440918,5.347366809844971,5311700
2018-09-25,6.119999885559082,6.309999942779541,5.929999828338623,6.235000133514404,5.438961982727051,5941380
2018-09-26,6.289999961853027,6.289999961853027,6.099999904632568,6.170000076293945,5.382259845733643,11426260
2018-09-27,6.150000095367432,6.269999980926514,6.010000228881836,6.099999904632568,5.321196556091309,3131040
2018-09-28,6.110000133514404,6.150000095367432,5.619999885559082,5.710000038146973,4.9809889793396,5923770
2018-10-01,5.75,5.795000076293945,5.440000057220459,5.570000171661377,4.858863830566406,5597710
2018-10-03,5.679999828338623,5.945000171661377,5.664999961853027,5.809999942779541,5.068221569061279,6625080
2018-10-04,5.75,5.784999847412109,5.639999866485596,5.730000019073486,4.998435974121094,3605920
2018-10-05,5.744999885559082,5.829999923706055,5.559999942779541,5.639999866485596,4.919926166534424,4279770
